! na - neutral gas cooling by atomic emission, cooling < 0., [erg cm-3 s-1]
! nh2 - neutral gas cooling by H2 emission
! nh2o - neutral gas cooling by H2O emission
! nco - neutral gas cooling by CO emission
! noh - neutral gas cooling by OH emission
! nnh3 - neutral gas cooling by p- and o-NH3 emission
! nch3oh - neutral gas cooling by CH3OH (A-,E-) emission
! ni - neutral gas heating by neutral-ion collisions
! ne - neutral gas heating by neutral-electron collisions
! nd - neutral gas heating by neutral-dust collisions
! nch - neutral gas heating by chemical reactions
! nh2-h - neutral gas cooling by H2-H dissociation (is included in previous parameter nch)
! ph - heating by photoeffect on dust grains
! cr - heating by cosmic rays
! rlh2 - radiative energy loss by H2 molecule
! ih2 - ion fluid cooling via excitation of H2 via ion-H2 collisions
! in - ion gas component heating by neutral-ion collisions
! ie - ion gas component heating by ion-electron collisions
! ich - ion gas component heating by chemical reactions
! ea - electron component cooling by atomic emission
! eh2 - electron component cooling by H2 emission
! eh2o - electron component cooling by H2O emission
! en - electron component heating by neutral-electron collisions
! ei - electron component heating by ion-electron collisions
! ech - electron component heating by chemical reactions
!1           2           3           4           5           6           7           8           9           10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          
!t(yr)/z(cm) na          nh2         nh2o        nco         noh         nnh3        nch3oh      ni          ne          nd          nch         nh2-h       ph          cr          rlh2        ih2         in          ie          ich         ea          eh2         eh2o        en          ei          ech         
8.05842e+03  -2.515e-24  3.397e-26   -2.686e-25  -3.326e-24  0.000e+00   0.000e+00   0.000e+00   2.263e-25   2.866e-27   -1.305e-24  6.242e-24   -2.200e-120 1.034e-26   3.084e-25   4.723e-25   0.000e+00   -2.263e-25  3.603e-27   2.227e-25   -9.477e-29  3.052e-31   -3.385e-29  -2.866e-27  -3.603e-27  6.614e-27   
8.65964e+03  -2.512e-24  3.397e-26   -2.956e-25  -3.331e-24  0.000e+00   0.000e+00   0.000e+00   2.284e-25   2.916e-27   -1.301e-24  6.233e-24   -2.175e-120 1.034e-26   3.084e-25   4.723e-25   0.000e+00   -2.284e-25  3.428e-27   2.250e-25   -9.507e-29  2.893e-31   -3.654e-29  -2.916e-27  -3.428e-27  6.493e-27   
9.30572e+03  -2.508e-24  3.397e-26   -3.232e-25  -3.336e-24  0.000e+00   0.000e+00   0.000e+00   2.304e-25   2.968e-27   -1.297e-24  6.220e-24   -2.149e-120 1.034e-26   3.084e-25   4.723e-25   0.000e+00   -2.304e-25  3.273e-27   2.271e-25   -9.532e-29  2.755e-31   -3.937e-29  -2.968e-27  -3.273e-27  6.392e-27   
1.00000e+04  -2.504e-24  3.397e-26   -3.512e-25  -3.341e-24  0.000e+00   0.000e+00   0.000e+00   2.321e-25   3.020e-27   -1.292e-24  6.203e-24   -2.122e-120 1.034e-26   3.084e-25   4.723e-25   0.000e+00   -2.321e-25  3.135e-27   2.290e-25   -9.552e-29  2.635e-31   -4.236e-29  -3.020e-27  -3.135e-27  6.309e-27   
1.07461e+04  -2.500e-24  3.397e-26   -3.797e-25  -3.345e-24  0.000e+00   0.000e+00   0.000e+00   2.338e-25   3.073e-27   -1.287e-24  6.180e-24   -2.093e-120 1.034e-26   3.084e-25   4.723e-25   0.000e+00   -2.338e-25  3.013e-27   2.308e-25   -9.565e-29  2.531e-31   -4.553e-29  -3.073e-27  -3.013e-27  6.243e-27   
1.15478e+04  -2.496e-24  3.397e-26   -4.086e-25  -3.349e-24  0.000e+00   0.000e+00   0.000e+00   2.352e-25   3.127e-27   -1.281e-24  6.153e-24   -2.062e-120 1.034e-26   3.084e-25   4.723e-25   0.000e+00   -2.352e-25  2.905e-27   2.323e-25   -9.571e-29  2.440e-31   -4.891e-29  -3.127e-27  -2.905e-27  6.192e-27   
1.24094e+04  -2.490e-24  3.397e-26   -4.379e-25  -3.353e-24  0.000e+00   0.000e+00   0.000e+00   2.365e-25   3.181e-27   -1.274e-24  6.120e-24   -2.030e-120 1.034e-26   3.084e-25   4.723e-25   0.000e+00   -2.365e-25  2.809e-27   2.337e-25   -9.566e-29  2.360e-31   -5.249e-29  -3.181e-27  -2.809e-27  6.153e-27   
1.33352e+04  -2.485e-24  3.397e-26   -4.676e-25  -3.356e-24  0.000e+00   0.000e+00   0.000e+00   2.376e-25   3.236e-27   -1.265e-24  6.082e-24   -1.996e-120 1.034e-26   3.084e-25   4.723e-25   0.000e+00   -2.376e-25  2.724e-27   2.349e-25   -9.550e-29  2.290e-31   -5.631e-29  -3.236e-27  -2.724e-27  6.127e-27   
1.43301e+04  -2.478e-24  3.397e-26   -4.976e-25  -3.358e-24  0.000e+00   0.000e+00   0.000e+00   2.385e-25   3.292e-27   -1.256e-24  6.038e-24   -1.961e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.385e-25  2.649e-27   2.359e-25   -9.522e-29  2.228e-31   -6.038e-29  -3.292e-27  -2.649e-27  6.112e-27   
1.53993e+04  -2.471e-24  3.397e-26   -5.278e-25  -3.360e-24  0.000e+00   0.000e+00   0.000e+00   2.393e-25   3.349e-27   -1.245e-24  5.989e-24   -1.924e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.393e-25  2.582e-27   2.367e-25   -9.479e-29  2.173e-31   -6.469e-29  -3.349e-27  -2.582e-27  6.106e-27   
1.65482e+04  -2.463e-24  3.397e-26   -5.580e-25  -3.360e-24  0.000e+00   0.000e+00   0.000e+00   2.399e-25   3.407e-27   -1.233e-24  5.933e-24   -1.885e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.399e-25  2.524e-27   2.374e-25   -9.423e-29  2.123e-31   -6.927e-29  -3.407e-27  -2.524e-27  6.109e-27   
1.77828e+04  -2.454e-24  3.397e-26   -5.884e-25  -3.358e-24  0.000e+00   0.000e+00   0.000e+00   2.404e-25   3.465e-27   -1.219e-24  5.872e-24   -1.845e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.404e-25  2.473e-27   2.380e-25   -9.350e-29  2.078e-31   -7.412e-29  -3.465e-27  -2.473e-27  6.120e-27   
1.91095e+04  -2.443e-24  3.397e-26   -6.185e-25  -3.355e-24  0.000e+00   0.000e+00   0.000e+00   2.408e-25   3.524e-27   -1.203e-24  5.805e-24   -1.803e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.408e-25  2.429e-27   2.384e-25   -9.260e-29  2.037e-31   -7.926e-29  -3.524e-27  -2.429e-27  6.138e-27   
2.05353e+04  -2.432e-24  3.398e-26   -6.485e-25  -3.350e-24  0.000e+00   0.000e+00   0.000e+00   2.410e-25   3.583e-27   -1.185e-24  5.732e-24   -1.759e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.410e-25  2.391e-27   2.386e-25   -9.153e-29  2.000e-31   -8.470e-29  -3.583e-27  -2.391e-27  6.164e-27   
2.20673e+04  -2.419e-24  3.398e-26   -6.780e-25  -3.342e-24  0.000e+00   0.000e+00   0.000e+00   2.411e-25   3.644e-27   -1.164e-24  5.652e-24   -1.714e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.411e-25  2.358e-27   2.387e-25   -9.027e-29  1.965e-31   -9.043e-29  -3.644e-27  -2.358e-27  6.196e-27   
2.37137e+04  -2.405e-24  3.398e-26   -7.068e-25  -3.332e-24  0.000e+00   0.000e+00   0.000e+00   2.410e-25   3.705e-27   -1.141e-24  5.566e-24   -1.667e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.410e-25  2.331e-27   2.387e-25   -8.882e-29  1.934e-31   -9.646e-29  -3.705e-27  -2.331e-27  6.235e-27   
2.54830e+04  -2.389e-24  3.398e-26   -7.346e-25  -3.319e-24  0.000e+00   0.000e+00   0.000e+00   2.408e-25   3.767e-27   -1.115e-24  5.473e-24   -1.618e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.408e-25  2.310e-27   2.385e-25   -8.715e-29  1.904e-31   -1.028e-28  -3.767e-27  -2.310e-27  6.279e-27   
2.73842e+04  -2.370e-24  3.398e-26   -7.613e-25  -3.303e-24  0.000e+00   0.000e+00   0.000e+00   2.405e-25   3.829e-27   -1.086e-24  5.373e-24   -1.569e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.405e-25  2.293e-27   2.382e-25   -8.528e-29  1.877e-31   -1.094e-28  -3.829e-27  -2.293e-27  6.330e-27   
2.94273e+04  -2.349e-24  3.398e-26   -7.864e-25  -3.283e-24  0.000e+00   0.000e+00   0.000e+00   2.400e-25   3.892e-27   -1.054e-24  5.266e-24   -1.518e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.400e-25  2.281e-27   2.378e-25   -8.318e-29  1.852e-31   -1.163e-28  -3.892e-27  -2.281e-27  6.385e-27   
3.16228e+04  -2.325e-24  3.399e-26   -8.096e-25  -3.260e-24  0.000e+00   0.000e+00   0.000e+00   2.394e-25   3.954e-27   -1.017e-24  5.152e-24   -1.465e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.394e-25  2.274e-27   2.371e-25   -8.085e-29  1.828e-31   -1.234e-28  -3.954e-27  -2.274e-27  6.445e-27   
3.39821e+04  -2.300e-24  3.399e-26   -8.305e-25  -3.232e-24  0.000e+00   0.000e+00   0.000e+00   2.386e-25   4.017e-27   -9.774e-25  5.031e-24   -1.412e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.386e-25  2.271e-27   2.363e-25   -7.829e-29  1.806e-31   -1.307e-28  -4.017e-27  -2.271e-27  6.510e-27   
3.65174e+04  -2.273e-24  3.399e-26   -8.488e-25  -3.200e-24  0.000e+00   0.000e+00   0.000e+00   2.377e-25   4.079e-27   -9.334e-25  4.903e-24   -1.358e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.377e-25  2.273e-27   2.354e-25   -7.549e-29  1.785e-31   -1.381e-28  -4.079e-27  -2.273e-27  6.578e-27   
3.92419e+04  -2.243e-24  3.399e-26   -8.640e-25  -3.163e-24  0.000e+00   0.000e+00   0.000e+00   2.365e-25   4.140e-27   -8.851e-25  4.768e-24   -1.303e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.365e-25  2.279e-27   2.343e-25   -7.247e-29  1.766e-31   -1.455e-28  -4.140e-27  -2.279e-27  6.650e-27   
4.21697e+04  -2.210e-24  3.400e-26   -8.756e-25  -3.121e-24  0.000e+00   0.000e+00   0.000e+00   2.352e-25   4.200e-27   -8.325e-25  4.626e-24   -1.248e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.352e-25  2.290e-27   2.330e-25   -6.922e-29  1.748e-31   -1.529e-28  -4.200e-27  -2.290e-27  6.725e-27   
4.53158e+04  -2.174e-24  3.400e-26   -8.835e-25  -3.075e-24  0.000e+00   0.000e+00   0.000e+00   2.338e-25   4.258e-27   -7.754e-25  4.479e-24   -1.193e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.338e-25  2.305e-27   2.315e-25   -6.575e-29  1.731e-31   -1.600e-28  -4.258e-27  -2.305e-27  6.801e-27   
4.86968e+04  -2.136e-24  3.401e-26   -8.870e-25  -3.024e-24  0.000e+00   0.000e+00   0.000e+00   2.321e-25   4.314e-27   -7.140e-25  4.326e-24   -1.138e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.321e-25  2.324e-27   2.298e-25   -6.207e-29  1.715e-31   -1.667e-28  -4.314e-27  -2.324e-27  6.879e-27   
5.23299e+04  -2.096e-24  3.401e-26   -8.860e-25  -2.968e-24  0.000e+00   0.000e+00   0.000e+00   2.302e-25   4.366e-27   -6.482e-25  4.167e-24   -1.083e-120 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -2.302e-25  2.347e-27   2.279e-25   -5.821e-29  1.700e-31   -1.729e-28  -4.366e-27  -2.347e-27  6.956e-27   
5.62341e+04  -2.053e-24  3.401e-26   -8.802e-25  -2.907e-24  0.000e+00   0.000e+00   0.000e+00   2.282e-25   4.413e-27   -5.781e-25  4.005e-24   -1.029e-120 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -2.282e-25  2.375e-27   2.258e-25   -5.419e-29  1.686e-31   -1.782e-28  -4.413e-27  -2.375e-27  7.032e-27   
6.04296e+04  -2.008e-24  3.402e-26   -8.693e-25  -2.842e-24  0.000e+00   0.000e+00   0.000e+00   2.259e-25   4.454e-27   -5.041e-25  3.839e-24   -9.763e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -2.259e-25  2.405e-27   2.235e-25   -5.002e-29  1.673e-31   -1.824e-28  -4.454e-27  -2.405e-27  7.104e-27   
6.49382e+04  -1.960e-24  3.403e-26   -8.532e-25  -2.773e-24  0.000e+00   0.000e+00   0.000e+00   2.234e-25   4.488e-27   -4.265e-25  3.670e-24   -9.244e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -2.234e-25  2.439e-27   2.209e-25   -4.575e-29  1.661e-31   -1.852e-28  -4.488e-27  -2.439e-27  7.170e-27   
6.97831e+04  -1.910e-24  3.403e-26   -8.319e-25  -2.701e-24  0.000e+00   0.000e+00   0.000e+00   2.206e-25   4.511e-27   -3.458e-25  3.501e-24   -8.739e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -2.206e-25  2.475e-27   2.181e-25   -4.140e-29  1.650e-31   -1.861e-28  -4.511e-27  -2.475e-27  7.226e-27   
7.49894e+04  -1.857e-24  3.404e-26   -8.054e-25  -2.626e-24  0.000e+00   0.000e+00   0.000e+00   2.175e-25   4.520e-27   -2.624e-25  3.330e-24   -8.250e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -2.175e-25  2.513e-27   2.150e-25   -3.700e-29  1.640e-31   -1.849e-28  -4.520e-27  -2.513e-27  7.267e-27   
8.05842e+04  -1.803e-24  3.405e-26   -7.738e-25  -2.549e-24  0.000e+00   0.000e+00   0.000e+00   2.142e-25   4.510e-27   -1.772e-25  3.160e-24   -7.781e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -2.142e-25  2.551e-27   2.116e-25   -3.260e-29  1.631e-31   -1.811e-28  -4.510e-27  -2.551e-27  7.287e-27   
8.65964e+04  -1.746e-24  3.405e-26   -7.372e-25  -2.471e-24  0.000e+00   0.000e+00   0.000e+00   2.105e-25   4.476e-27   -9.081e-26  2.992e-24   -7.332e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -2.105e-25  2.586e-27   2.079e-25   -2.824e-29  1.622e-31   -1.744e-28  -4.476e-27  -2.586e-27  7.276e-27   
9.30572e+04  -1.686e-24  3.406e-26   -6.960e-25  -2.393e-24  0.000e+00   0.000e+00   0.000e+00   2.064e-25   4.407e-27   -4.159e-27  2.825e-24   -6.906e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -2.064e-25  2.615e-27   2.038e-25   -2.396e-29  1.615e-31   -1.643e-28  -4.407e-27  -2.615e-27  7.222e-27   
1.00000e+05  -1.621e-24  3.407e-26   -6.503e-25  -2.315e-24  0.000e+00   0.000e+00   0.000e+00   2.019e-25   4.295e-27   8.174e-26   2.661e-24   -6.503e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -2.019e-25  2.633e-27   1.993e-25   -1.983e-29  1.608e-31   -1.509e-28  -4.295e-27  -2.633e-27  7.110e-27   
1.07461e+05  -1.548e-24  3.408e-26   -6.007e-25  -2.238e-24  0.000e+00   0.000e+00   0.000e+00   1.970e-25   4.126e-27   1.657e-25   2.499e-24   -6.124e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.970e-25  2.631e-27   1.943e-25   -1.590e-29  1.602e-31   -1.342e-28  -4.126e-27  -2.631e-27  6.919e-27   
1.15478e+05  -1.467e-24  3.408e-26   -5.477e-25  -2.164e-24  0.000e+00   0.000e+00   0.000e+00   1.915e-25   3.889e-27   2.465e-25   2.340e-24   -5.769e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.915e-25  2.600e-27   1.889e-25   -1.227e-29  1.597e-31   -1.149e-28  -3.889e-27  -2.600e-27  6.627e-27   
1.24094e+05  -1.374e-24  3.409e-26   -4.920e-25  -2.093e-24  0.000e+00   0.000e+00   0.000e+00   1.855e-25   3.573e-27   3.226e-25   2.183e-24   -5.439e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.855e-25  2.525e-27   1.829e-25   -9.026e-30  1.595e-31   -9.398e-29  -3.573e-27  -2.525e-27  6.213e-27   
1.33352e+05  -1.267e-24  3.410e-26   -4.344e-25  -2.028e-24  0.000e+00   0.000e+00   0.000e+00   1.790e-25   3.178e-27   3.926e-25   2.029e-24   -5.131e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.790e-25  2.390e-27   1.766e-25   -6.266e-30  1.595e-31   -7.317e-29  -3.178e-27  -2.390e-27  5.659e-27   
1.43301e+05  -1.145e-24  3.411e-26   -3.767e-25  -1.969e-24  0.000e+00   0.000e+00   0.000e+00   1.722e-25   2.714e-27   4.548e-25   1.876e-24   -4.847e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.722e-25  2.177e-27   1.700e-25   -4.061e-30  1.599e-31   -5.419e-29  -2.714e-27  -2.177e-27  4.960e-27   
1.53993e+05  -1.002e-24  3.411e-26   -3.210e-25  -1.916e-24  0.000e+00   0.000e+00   0.000e+00   1.654e-25   2.212e-27   5.075e-25   1.727e-24   -4.586e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.654e-25  1.869e-27   1.635e-25   -2.440e-30  1.610e-31   -3.848e-29  -2.212e-27  -1.869e-27  4.132e-27   
1.65482e+05  -8.340e-25  3.412e-26   -2.698e-25  -1.871e-24  0.000e+00   0.000e+00   0.000e+00   1.591e-25   1.717e-27   5.488e-25   1.581e-24   -4.349e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.591e-25  1.464e-27   1.576e-25   -1.371e-30  1.632e-31   -2.677e-29  -1.717e-27  -1.464e-27  3.220e-27   
1.77828e+05  -6.333e-25  3.412e-26   -2.258e-25  -1.836e-24  0.000e+00   0.000e+00   0.000e+00   1.537e-25   1.287e-27   5.760e-25   1.440e-24   -4.139e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.537e-25  9.975e-28   1.527e-25   -7.540e-31  1.668e-31   -1.891e-29  -1.287e-27  -9.975e-28  2.315e-27   
1.91095e+05  -4.121e-25  3.412e-26   -1.910e-25  -1.813e-24  0.000e+00   0.000e+00   0.000e+00   1.500e-25   9.781e-28   5.863e-25   1.312e-24   -3.960e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.500e-25  5.572e-28   1.494e-25   -4.509e-31  1.713e-31   -1.418e-29  -9.781e-28  -5.572e-28  1.561e-27   
2.05353e+05  -2.248e-25  3.412e-26   -1.661e-25  -1.800e-24  0.000e+00   0.000e+00   0.000e+00   1.480e-25   8.033e-28   5.798e-25   1.211e-24   -3.814e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.480e-25  2.454e-28   1.478e-25   -3.267e-31  1.755e-31   -1.156e-29  -8.033e-28  -2.454e-28  1.071e-27   
2.20673e+05  -1.197e-25  3.412e-26   -1.499e-25  -1.793e-24  0.000e+00   0.000e+00   0.000e+00   1.476e-25   7.209e-28   5.620e-25   1.149e-24   -3.700e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.476e-25  7.108e-29   1.476e-25   -2.825e-31  1.785e-31   -1.014e-29  -7.209e-28  -7.108e-29  8.134e-28   
2.37137e+05  -7.693e-26  3.411e-26   -1.391e-25  -1.786e-24  0.000e+00   0.000e+00   0.000e+00   1.480e-25   6.789e-28   5.396e-25   1.113e-24   -3.612e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.480e-25  -3.102e-29  1.480e-25   -2.654e-31  1.804e-31   -9.277e-30  -6.789e-28  3.102e-29   6.686e-28   
2.54830e+05  -5.843e-26  3.411e-26   -1.306e-25  -1.778e-24  0.000e+00   0.000e+00   0.000e+00   1.486e-25   6.515e-28   5.166e-25   1.088e-24   -3.543e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.486e-25  -1.057e-28  1.487e-25   -2.557e-31  1.819e-31   -8.629e-30  -6.515e-28  1.057e-28   5.661e-28   
2.73842e+05  -4.817e-26  3.411e-26   -1.228e-25  -1.766e-24  0.000e+00   0.000e+00   0.000e+00   1.493e-25   6.314e-28   4.940e-25   1.067e-24   -3.488e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.493e-25  -1.664e-28  1.495e-25   -2.484e-31  1.833e-31   -8.069e-30  -6.314e-28  1.664e-28   4.849e-28   
2.94273e+05  -4.173e-26  3.411e-26   -1.153e-25  -1.751e-24  0.000e+00   0.000e+00   0.000e+00   1.501e-25   6.170e-28   4.722e-25   1.046e-24   -3.442e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.501e-25  -2.164e-28  1.503e-25   -2.425e-31  1.848e-31   -7.553e-30  -6.170e-28  2.164e-28   4.204e-28   
3.16228e+05  -3.758e-26  3.410e-26   -1.079e-25  -1.732e-24  0.000e+00   0.000e+00   0.000e+00   1.508e-25   6.077e-28   4.508e-25   1.027e-24   -3.401e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.508e-25  -2.568e-28  1.511e-25   -2.374e-31  1.865e-31   -7.069e-30  -6.077e-28  2.568e-28   3.705e-28   
3.39821e+05  -3.496e-26  3.410e-26   -1.006e-25  -1.711e-24  0.000e+00   0.000e+00   0.000e+00   1.516e-25   6.029e-28   4.296e-25   1.009e-24   -3.365e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.516e-25  -2.888e-28  1.519e-25   -2.332e-31  1.885e-31   -6.614e-30  -6.029e-28  2.888e-28   3.338e-28   
3.65174e+05  -3.346e-26  3.410e-26   -9.357e-26  -1.685e-24  0.000e+00   0.000e+00   0.000e+00   1.523e-25   6.024e-28   4.080e-25   9.912e-25   -3.331e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.523e-25  -3.139e-28  1.527e-25   -2.296e-31  1.909e-31   -6.191e-30  -6.024e-28  3.139e-28   3.083e-28   
3.92419e+05  -3.284e-26  3.410e-26   -8.683e-26  -1.656e-24  0.000e+00   0.000e+00   0.000e+00   1.531e-25   6.057e-28   3.855e-25   9.745e-25   -3.301e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.531e-25  -3.339e-28  1.535e-25   -2.269e-31  1.940e-31   -5.807e-30  -6.057e-28  3.339e-28   2.918e-28   
4.21697e+05  -3.296e-26  3.409e-26   -8.060e-26  -1.625e-24  0.000e+00   0.000e+00   0.000e+00   1.540e-25   6.123e-28   3.618e-25   9.585e-25   -3.276e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.540e-25  -3.508e-28  1.544e-25   -2.250e-31  1.979e-31   -5.471e-30  -6.123e-28  3.508e-28   2.819e-28   
4.53158e+05  -3.371e-26  3.409e-26   -7.507e-26  -1.590e-24  0.000e+00   0.000e+00   0.000e+00   1.551e-25   6.221e-28   3.364e-25   9.432e-25   -3.258e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.551e-25  -3.665e-28  1.555e-25   -2.240e-31  2.027e-31   -5.195e-30  -6.221e-28  3.665e-28   2.766e-28   
4.86968e+05  -3.502e-26  3.409e-26   -7.031e-26  -1.552e-24  0.000e+00   0.000e+00   0.000e+00   1.564e-25   6.348e-28   3.090e-25   9.282e-25   -3.250e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.564e-25  -3.826e-28  1.568e-25   -2.235e-31  2.085e-31   -4.984e-30  -6.348e-28  3.826e-28   2.740e-28   
5.23299e+05  -3.671e-26  3.409e-26   -6.628e-26  -1.510e-24  0.000e+00   0.000e+00   0.000e+00   1.581e-25   6.503e-28   2.791e-25   9.131e-25   -3.254e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.581e-25  -4.002e-28  1.585e-25   -2.229e-31  2.155e-31   -4.832e-30  -6.503e-28  4.002e-28   2.731e-28   
5.62341e+05  -3.848e-26  3.408e-26   -6.283e-26  -1.463e-24  0.000e+00   0.000e+00   0.000e+00   1.601e-25   6.685e-28   2.464e-25   8.976e-25   -3.271e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.601e-25  -4.197e-28  1.606e-25   -2.209e-31  2.234e-31   -4.727e-30  -6.685e-28  4.197e-28   2.731e-28   
6.04296e+05  -3.989e-26  3.408e-26   -5.977e-26  -1.410e-24  0.000e+00   0.000e+00   0.000e+00   1.626e-25   6.893e-28   2.100e-25   8.811e-25   -3.301e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.626e-25  -4.414e-28  1.630e-25   -2.162e-31  2.321e-31   -4.650e-30  -6.893e-28  4.414e-28   2.736e-28   
6.49382e+05  -4.044e-26  3.407e-26   -5.691e-26  -1.352e-24  0.000e+00   0.000e+00   0.000e+00   1.654e-25   7.120e-28   1.690e-25   8.636e-25   -3.341e-121 1.033e-26   3.084e-25   4.725e-25   0.000e+00   -1.654e-25  -4.649e-28  1.659e-25   -2.076e-31  2.415e-31   -4.584e-30  -7.120e-28  4.649e-28   2.745e-28   
6.97831e+05  -3.972e-26  3.407e-26   -5.414e-26  -1.286e-24  0.000e+00   0.000e+00   0.000e+00   1.684e-25   7.360e-28   1.219e-25   8.452e-25   -3.389e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -1.684e-25  -4.894e-28  1.689e-25   -1.947e-31  2.511e-31   -4.512e-30  -7.360e-28  4.894e-28   2.756e-28   
7.49894e+05  -3.754e-26  3.407e-26   -5.142e-26  -1.214e-24  0.000e+00   0.000e+00   0.000e+00   1.716e-25   7.603e-28   6.761e-26   8.266e-25   -3.443e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -1.716e-25  -5.141e-28  1.721e-25   -1.774e-31  2.607e-31   -4.426e-30  -7.603e-28  5.141e-28   2.770e-28   
8.05842e+05  -3.403e-26  3.406e-26   -4.879e-26  -1.136e-24  0.000e+00   0.000e+00   0.000e+00   1.747e-25   7.840e-28   5.171e-27   8.084e-25   -3.497e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -1.747e-25  -5.379e-28  1.753e-25   -1.566e-31  2.700e-31   -4.325e-30  -7.840e-28  5.379e-28   2.784e-28   
8.65964e+05  -2.956e-26  3.405e-26   -4.635e-26  -1.051e-24  0.000e+00   0.000e+00   0.000e+00   1.776e-25   8.061e-28   -6.612e-26  7.916e-25   -3.551e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -1.776e-25  -5.599e-28  1.782e-25   -1.338e-31  2.785e-31   -4.213e-30  -8.061e-28  5.599e-28   2.799e-28   
9.30572e+05  -2.463e-26  3.405e-26   -4.421e-26  -9.592e-25  0.000e+00   0.000e+00   0.000e+00   1.802e-25   8.259e-28   -1.469e-25  7.769e-25   -3.601e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -1.802e-25  -5.795e-28  1.809e-25   -1.105e-31  2.861e-31   -4.103e-30  -8.259e-28  5.795e-28   2.815e-28   
1.00000e+06  -1.977e-26  3.404e-26   -4.249e-26  -8.608e-25  0.000e+00   0.000e+00   0.000e+00   1.825e-25   8.433e-28   -2.376e-25  7.647e-25   -3.646e-121 1.033e-26   3.084e-25   4.724e-25   0.000e+00   -1.825e-25  -5.964e-28  1.831e-25   -8.860e-32  2.926e-31   -4.007e-30  -8.433e-28  5.964e-28   2.831e-28   
